index,kind,status,worker_id,elapsed_s,error
668,small,200,groq_worker_2_4,218.91,
669,small,200,groq_worker_2_4,185.14,
670,small,200,groq_worker_1_4,111.91,
671,large,200,groq_worker_1_3,85.27,
672,small,200,worker_1_1,35.34,
673,large,200,groq_worker_1_3,214.27,
674,large,200,groq_worker_2_4,154.81,
675,small,200,groq_worker_2_3,3.41,
676,small,200,groq_worker_2_4,196.39,
677,large,200,groq_worker_2_2,4.28,
678,small,200,worker_1_1,46.73,
679,small,200,groq_worker_1_4,4.11,
680,small,200,groq_worker_2_4,4.09,
681,small,,,240.84,timeout after 240.8s: ReadTimeout
682,small,200,groq_worker_1_2,2.89,
683,small,200,worker_1_1,152.55,
684,large,200,groq_worker_1_4,181.76,
685,small,200,groq_worker_2_3,234.0,
686,small,200,groq_worker_1_3,146.03,
687,small,200,groq_worker_2_4,4.22,
688,small,200,groq_worker_1_2,141.55,
689,small,200,groq_worker_1_2,179.25,
690,small,200,groq_worker_2_2,159.64,
691,large,200,groq_worker_2_4,3.56,
692,large,200,groq_worker_2_2,3.69,
693,small,200,groq_worker_1_3,34.48,
694,small,200,groq_worker_1_2,12.75,
695,large,200,groq_worker_1_4,165.2,
696,small,200,groq_worker_2_2,5.8,
697,large,200,groq_worker_1_4,179.39,
698,large,200,groq_worker_1_2,3.48,
699,large,200,groq_worker_1_4,71.14,
700,large,200,groq_worker_2_4,182.86,
701,small,200,groq_worker_1_3,212.16,
702,large,200,groq_worker_1_3,153.78,
703,small,,,240.83,timeout after 240.8s: ReadTimeout
704,small,200,groq_worker_2_2,61.36,
705,small,200,groq_worker_2_4,180.59,
706,small,200,groq_worker_2_4,2.84,
707,large,200,groq_worker_2_4,180.45,
708,small,200,groq_worker_1_2,10.51,
709,small,,,240.83,timeout after 240.8s: ReadTimeout
710,small,200,groq_worker_2_2,50.09,
711,small,200,groq_worker_1_3,12.8,
712,small,200,groq_worker_2_3,8.5,
713,small,200,groq_worker_1_4,174.08,
714,small,200,groq_worker_2_2,10.53,
715,small,,,240.83,timeout after 240.8s: ReadTimeout
716,small,200,groq_worker_2_2,187.64,
717,small,200,groq_worker_2_4,187.41,
718,small,200,groq_worker_2_4,12.55,
719,small,200,worker_2_1,72.8,
720,large,200,groq_worker_1_4,92.59,
721,large,200,groq_worker_2_3,133.09,
722,large,200,groq_worker_2_3,92.97,
723,large,200,groq_worker_2_4,82.22,
724,large,200,groq_worker_1_4,34.75,
725,small,200,groq_worker_1_3,218.47,
726,large,200,groq_worker_2_4,133.52,
727,small,200,worker_2_1,170.56,
728,small,200,groq_worker_2_4,172.78,
729,small,200,groq_worker_2_2,4.55,
730,small,200,worker_1_1,126.56,
731,small,200,groq_worker_1_3,240.59,
732,small,200,groq_worker_2_2,221.44,
733,small,200,groq_worker_2_3,60.34,
734,large,200,groq_worker_1_3,139.08,
735,small,200,groq_worker_2_3,5.55,
736,small,200,groq_worker_2_3,195.86,
737,small,200,groq_worker_2_2,4.74,
738,small,200,groq_worker_1_3,148.24,
739,small,200,groq_worker_1_3,136.78,
740,large,,,240.81,timeout after 240.8s: ReadTimeout
741,large,200,groq_worker_1_2,54.94,
742,small,200,groq_worker_1_4,169.61,
743,large,200,groq_worker_2_2,170.91,
744,small,,,240.8,timeout after 240.8s: ReadTimeout
745,large,200,groq_worker_2_2,180.94,
746,large,200,groq_worker_2_2,206.72,
747,small,,,240.8,timeout after 240.8s: ReadTimeout
748,small,,,240.8,timeout after 240.8s: ReadTimeout
749,small,,,240.8,timeout after 240.8s: ReadTimeout
750,small,200,worker_2_1,235.8,
751,large,200,groq_worker_1_3,4.33,
752,small,200,groq_worker_1_4,55.39,
753,small,200,groq_worker_2_2,25.91,
754,large,,,240.8,timeout after 240.8s: ReadTimeout
755,small,200,worker_2_1,120.52,
756,large,200,groq_worker_2_2,143.03,
757,small,200,worker_2_1,51.92,
758,small,200,groq_worker_2_4,95.55,
759,large,200,groq_worker_1_3,232.09,
760,small,200,worker_2_1,24.67,
761,small,200,worker_2_1,181.75,
762,small,200,groq_worker_2_3,71.56,
763,large,200,groq_worker_2_4,170.52,
764,large,200,groq_worker_1_2,229.44,
765,large,200,groq_worker_2_2,157.39,
766,small,200,groq_worker_1_2,139.05,
767,small,200,groq_worker_1_4,190.61,
768,small,200,groq_worker_2_2,166.44,
769,small,200,worker_1_1,170.44,
770,large,200,groq_worker_1_3,229.81,
771,small,200,groq_worker_2_2,223.5,
772,small,200,groq_worker_1_4,229.58,
773,small,200,worker_1_1,107.2,
774,large,200,groq_worker_1_4,5.92,
775,large,200,groq_worker_2_3,137.55,
776,small,200,groq_worker_2_2,192.12,
777,large,200,groq_worker_2_3,207.78,
778,small,200,groq_worker_1_2,5.98,
779,small,200,groq_worker_1_4,24.19,
780,small,200,groq_worker_2_3,165.59,
781,small,200,groq_worker_2_2,23.78,
782,small,200,groq_worker_1_3,207.89,
783,large,200,groq_worker_2_2,199.0,
784,small,200,groq_worker_2_4,27.75,
785,large,200,groq_worker_1_2,195.01,
786,large,200,groq_worker_1_4,188.39,
787,small,200,groq_worker_2_4,198.61,
788,small,200,groq_worker_1_4,231.7,
789,small,200,groq_worker_1_2,235.73,
790,large,200,groq_worker_1_4,26.36,
791,large,200,groq_worker_2_4,40.39,
792,large,200,groq_worker_2_4,225.19,
793,small,200,groq_worker_2_3,224.69,
794,large,200,groq_worker_1_4,219.89,
795,small,200,groq_worker_2_2,127.09,
796,large,200,groq_worker_1_3,200.14,
797,large,200,groq_worker_1_2,219.98,
798,small,200,groq_worker_2_3,226.78,
799,small,200,groq_worker_2_2,121.74,
800,small,200,worker_1_1,181.06,
801,small,200,groq_worker_2_3,139.88,
802,small,200,groq_worker_2_3,130.8,
803,large,200,groq_worker_2_2,3.94,
804,small,200,groq_worker_2_3,24.14,
805,large,200,groq_worker_1_3,23.78,
806,small,200,worker_2_1,220.77,
807,small,200,groq_worker_1_2,89.69,
808,small,200,worker_1_1,213.59,
809,small,,,240.77,timeout after 240.8s: ReadTimeout
810,small,200,groq_worker_1_2,132.14,
811,large,200,groq_worker_2_2,50.22,
812,small,200,groq_worker_1_2,5.39,
813,large,200,groq_worker_1_4,5.56,
814,small,200,groq_worker_1_2,3.88,
815,small,200,groq_worker_2_2,56.83,
816,large,200,groq_worker_1_3,3.84,
817,small,200,groq_worker_1_2,4.0,
818,large,200,groq_worker_1_3,229.95,
819,large,200,groq_worker_1_2,87.44,
820,small,200,groq_worker_2_3,109.74,
821,small,,,240.77,timeout after 240.8s: ReadTimeout
822,small,200,groq_worker_1_2,134.36,
823,small,200,groq_worker_2_2,5.53,
824,large,200,groq_worker_1_3,87.45,
825,large,200,groq_worker_2_3,111.97,
826,small,200,groq_worker_1_3,89.69,
827,small,200,groq_worker_2_2,21.62,
828,small,200,worker_2_1,90.0,
829,large,200,groq_worker_2_4,3.84,
830,small,200,groq_worker_1_2,28.26,
831,small,200,groq_worker_2_3,130.64,
832,small,200,worker_2_1,107.55,
833,small,200,groq_worker_1_3,5.42,
834,small,200,groq_worker_2_4,5.45,
835,large,200,groq_worker_2_3,189.11,
836,small,200,groq_worker_1_4,3.84,
837,small,200,groq_worker_2_4,144.67,
838,small,200,groq_worker_2_2,114.92,
839,small,200,groq_worker_2_4,149.2,
840,small,200,groq_worker_2_4,5.61,
841,small,200,groq_worker_1_2,32.38,
842,small,200,worker_2_1,138.39,
843,large,200,groq_worker_1_3,5.64,
844,small,200,groq_worker_1_4,141.95,
845,small,200,worker_1_1,122.62,
846,small,,,240.75,timeout after 240.8s: ReadTimeout
847,small,200,groq_worker_1_4,213.51,
848,large,,,240.75,timeout after 240.8s: ReadTimeout
849,large,200,groq_worker_1_3,188.84,
850,small,200,groq_worker_2_3,22.05,
851,small,200,groq_worker_2_2,196.64,
852,small,200,groq_worker_2_4,230.12,
853,small,200,worker_2_1,49.36,
854,small,200,groq_worker_1_4,192.78,
855,small,200,groq_worker_1_4,162.92,
856,small,200,groq_worker_1_4,90.3,
857,large,200,groq_worker_2_4,191.88,
858,small,200,groq_worker_2_4,234.45,
859,small,200,worker_2_1,74.19,
860,small,200,groq_worker_2_3,218.42,
861,small,200,groq_worker_1_2,173.78,
862,small,200,groq_worker_1_2,143.66,
863,large,200,groq_worker_1_2,111.05,
864,large,200,groq_worker_1_4,22.09,
865,small,200,groq_worker_1_2,85.2,
866,small,200,groq_worker_1_3,111.02,
867,small,200,groq_worker_2_2,110.44,
868,small,200,worker_2_1,103.84,
869,small,200,groq_worker_2_4,168.27,
870,small,200,worker_1_1,176.58,
871,large,200,groq_worker_1_2,5.56,
872,small,200,groq_worker_1_3,50.24,
873,small,200,groq_worker_1_4,83.59,
874,small,200,groq_worker_2_3,53.58,
875,small,200,groq_worker_2_3,116.34,
876,small,,,240.74,timeout after 240.7s: ReadTimeout
877,large,200,groq_worker_2_3,114.14,
878,large,200,groq_worker_2_4,236.69,
879,small,200,groq_worker_2_2,19.44,
880,large,200,groq_worker_1_2,50.33,
881,large,200,groq_worker_2_3,53.42,
882,large,200,groq_worker_2_2,236.94,
883,small,200,groq_worker_1_3,143.69,
884,large,200,groq_worker_2_2,38.52,
885,large,200,groq_worker_1_2,50.19,
886,small,200,groq_worker_2_3,55.8,
887,small,200,groq_worker_1_3,54.88,
888,small,200,groq_worker_1_3,50.44,
889,large,200,groq_worker_1_4,85.84,
890,small,200,worker_2_1,111.2,
891,small,200,worker_1_1,142.11,
892,large,200,groq_worker_2_3,41.67,
893,small,200,worker_2_1,142.2,
894,small,200,groq_worker_1_4,114.03,
895,small,,,240.74,timeout after 240.7s: ReadTimeout
896,small,200,worker_2_1,134.08,
897,small,200,groq_worker_1_4,50.58,
898,large,200,groq_worker_1_2,215.7,
899,small,200,groq_worker_2_3,90.62,
900,small,200,groq_worker_1_3,63.91,
901,small,200,groq_worker_1_2,19.55,
902,small,,,240.72,timeout after 240.7s: ReadTimeout
903,large,200,groq_worker_1_3,96.41,
904,small,200,worker_2_1,85.08,
905,small,200,groq_worker_1_4,167.3,
906,small,200,groq_worker_2_2,3.16,
907,large,200,groq_worker_2_3,231.7,
908,large,200,groq_worker_1_4,118.47,
909,small,200,worker_2_1,30.61,
910,small,200,groq_worker_1_2,63.89,
911,small,200,groq_worker_1_4,3.45,
912,large,200,groq_worker_2_3,86.12,
913,small,200,groq_worker_1_4,215.62,
914,small,200,groq_worker_2_4,93.2,
915,small,200,worker_1_1,61.06,
916,large,200,groq_worker_2_2,3.34,
917,large,200,groq_worker_2_3,33.36,
918,small,200,groq_worker_1_2,96.5,
919,large,200,groq_worker_2_3,118.55,
920,small,200,groq_worker_2_2,152.89,
921,small,200,worker_1_1,166.05,
922,large,200,groq_worker_2_2,155.11,
923,large,200,groq_worker_2_4,56.59,
924,small,200,groq_worker_1_2,3.22,
925,small,200,groq_worker_1_2,145.88,
926,small,200,groq_worker_2_3,45.86,
927,small,200,worker_1_1,48.77,
928,large,200,groq_worker_1_3,238.41,
929,small,200,worker_1_1,54.09,
930,large,200,groq_worker_2_3,182.16,
931,small,200,groq_worker_1_2,153.62,
932,small,200,groq_worker_2_2,152.75,
933,large,200,groq_worker_1_3,186.58,
934,small,200,groq_worker_1_4,179.44,
935,large,200,groq_worker_2_3,231.83,
936,large,200,groq_worker_1_2,239.88,
937,large,200,groq_worker_2_3,17.44,
938,large,200,groq_worker_1_4,132.95,
939,large,200,groq_worker_1_4,4.58,
940,small,200,groq_worker_1_4,43.05,
941,small,200,groq_worker_1_3,52.62,
942,small,200,groq_worker_1_2,34.38,
943,large,,,240.7,timeout after 240.7s: ReadTimeout
944,small,200,groq_worker_2_3,79.12,
945,small,200,groq_worker_1_4,53.05,
946,small,200,groq_worker_1_2,38.56,
947,small,200,groq_worker_2_2,17.14,
948,small,200,groq_worker_1_3,57.06,
949,small,200,groq_worker_1_2,4.39,
950,small,,,240.7,timeout after 240.7s: ReadTimeout
951,small,200,groq_worker_2_3,79.3,
952,large,200,groq_worker_2_3,58.0,
953,small,200,groq_worker_2_2,70.2,
954,small,200,groq_worker_2_2,183.05,
955,small,200,groq_worker_2_4,88.73,
956,small,200,groq_worker_2_3,35.44,
957,small,200,groq_worker_1_3,205.53,
958,large,200,groq_worker_1_3,4.36,
959,small,200,worker_1_1,138.36,
960,large,200,groq_worker_1_4,50.72,
961,small,200,groq_worker_1_2,4.76,
962,small,200,groq_worker_2_3,81.59,
963,small,200,groq_worker_2_2,108.17,
964,large,200,groq_worker_2_2,204.42,
965,small,200,groq_worker_2_2,214.98,
966,large,200,groq_worker_2_4,4.69,
967,small,200,groq_worker_2_4,123.26,
968,small,200,groq_worker_1_3,4.53,
969,small,200,groq_worker_1_2,4.59,
970,small,200,groq_worker_2_4,156.92,
971,large,200,groq_worker_2_4,4.55,
972,small,200,groq_worker_2_3,4.66,
973,small,200,groq_worker_1_4,4.42,
974,small,200,groq_worker_1_2,167.01,
975,small,200,groq_worker_2_3,4.45,
976,small,200,groq_worker_1_2,57.06,
977,small,200,groq_worker_2_4,105.42,
978,small,200,groq_worker_2_2,204.3,
979,small,200,groq_worker_1_4,148.53,
980,small,200,groq_worker_1_2,205.06,
981,small,200,groq_worker_1_3,174.03,
982,small,200,groq_worker_2_4,69.99,
983,small,200,groq_worker_2_3,48.02,
984,large,200,groq_worker_2_4,4.36,
985,small,200,groq_worker_2_3,182.27,
986,small,200,groq_worker_1_4,109.53,
987,small,200,groq_worker_2_3,176.69,
988,small,,,240.69,timeout after 240.7s: ReadTimeout
989,small,200,groq_worker_2_3,184.49,
990,small,,,240.69,timeout after 240.7s: ReadTimeout
991,small,200,groq_worker_1_3,38.52,
992,small,200,worker_2_1,168.05,
993,small,200,groq_worker_1_3,155.88,
994,large,200,groq_worker_1_2,117.78,
995,large,200,groq_worker_2_3,43.72,
996,large,200,groq_worker_1_4,12.67,
997,large,,,240.69,timeout after 240.7s: ReadTimeout
998,small,200,worker_1_1,162.24,
999,small,,,240.7,timeout after 240.7s: ReadTimeout
1000,small,200,worker_1_1,73.61,
